NTDID,Agency,MODE,TOS,Active,HQ City,HQ State,UZA,UZAName,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
7005,Kansas City Area Transportation Authority,DT,PT,Active,Kansas City,MO,29,"Kansas City, MO-KS",584,"1,361,744",919,"1,445,584",2010,12,2010,"89,709","5,934",15.1,"$15,820","$423,035",$71.30,$2.70
7005,Kansas City Area Transportation Authority,MB,DO,Active,Kansas City,MO,29,"Kansas City, MO-KS",584,"1,361,744",919,"1,445,584",2010,12,2010,"50,083,960","14,610,848",3.4,"$10,638,084","$65,402,523",$4.50,$0.70
7005,Kansas City Area Transportation Authority,VP,DO,Active,Kansas City,MO,29,"Kansas City, MO-KS",584,"1,361,744",919,"1,445,584",2010,12,2010,"2,073,770","56,624",36.6,"$215,405","$349,614",$6.20,$3.80
7006,Bi-State Development Agency,DR,DO,Active,St. Louis,MO,17,"St. Louis, MO-IL",829,"2,077,662",580,"1,565,000",2010,6,2010,"5,052,421","545,606",9.3,"$820,937","$18,698,720",$34.30,$1.50
7006,Bi-State Development Agency,LR,DO,Active,St. Louis,MO,17,"St. Louis, MO-IL",829,"2,077,662",580,"1,565,000",2010,6,2010,"136,857,440","15,828,981",8.6,"$17,020,608","$53,945,130",$3.40,$1.10
7006,Bi-State Development Agency,MB,DO,Active,St. Louis,MO,17,"St. Louis, MO-IL",829,"2,077,662",580,"1,565,000",2010,6,2010,"108,371,786","24,197,024",4.5,"$26,789,588","$121,268,088",$5.00,$1.10
7007,Bettendorf Transit System,DR,PT,Active,Bettendorf,IA,118,"Davenport, IA-IL",124,"270,626",22,"31,890",2010,6,2010,"18,347","4,564",4.0,"$4,549","$105,664",$23.20,$1.00
7007,Bettendorf Transit System,MB,DO,Active,Bettendorf,IA,118,"Davenport, IA-IL",124,"270,626",22,"31,890",2010,6,2010,"762,679","190,143",4.0,"$80,707","$1,182,609",$6.20,$0.40
7007,Bettendorf Transit System,MB,PT,Active,Bettendorf,IA,118,"Davenport, IA-IL",124,"270,626",22,"31,890",2010,6,2010,"25,041","7,464",3.4,"$1,705","$33,905",$4.50,$0.20
7008,Cedar Rapids Transit,DR,PT,Active,Cedar Rapids,IA,184,"Cedar Rapids, IA",59,"155,334",22,"97,716",2010,6,2010,"639,826","101,530",6.3,"$316,407","$1,303,494",$12.80,$3.10
7008,Cedar Rapids Transit,MB,DO,Active,Cedar Rapids,IA,184,"Cedar Rapids, IA",59,"155,334",22,"97,716",2010,6,2010,"5,048,299","1,071,568",4.7,"$682,339","$6,074,143",$5.70,$0.60
7008,Cedar Rapids Transit,OR,PT,Active,Cedar Rapids,IA,184,"Cedar Rapids, IA",59,"155,334",22,"97,716",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7009,Davenport Public Transit,DR,PT,Active,Davenport,IA,118,"Davenport, IA-IL",124,"270,626",26,"98,900",2010,6,2010,"128,347","28,842",4.5,"$55,407","$356,944",$12.40,$1.90
7009,Davenport Public Transit,MB,DO,Active,Davenport,IA,118,"Davenport, IA-IL",124,"270,626",26,"98,900",2010,6,2010,"4,721,472","1,180,384",4.0,"$365,834","$4,720,473",$4.00,$0.30
7010,Des Moines Area Regional Transit Authority,DR,DO,Active,Des Moines,IA,85,"Des Moines, IA",140,"370,505",141,"413,822",2010,6,2010,"1,959,892","204,669",9.6,"$2,318,976","$4,517,989",$22.10,$11.30
7010,Des Moines Area Regional Transit Authority,DR,PT,Active,Des Moines,IA,85,"Des Moines, IA",140,"370,505",141,"413,822",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7010,Des Moines Area Regional Transit Authority,DT,PT,Active,Des Moines,IA,85,"Des Moines, IA",140,"370,505",141,"413,822",2010,6,2010,"110,111","13,485",8.2,"$252,480","$310,566",$23.00,$18.70
7010,Des Moines Area Regional Transit Authority,MB,DO,Active,Des Moines,IA,85,"Des Moines, IA",140,"370,505",141,"413,822",2010,6,2010,"16,894,279","4,171,228",4.1,"$5,688,831","$15,445,727",$3.70,$1.40
7010,Des Moines Area Regional Transit Authority,VP,DO,Active,Des Moines,IA,85,"Des Moines, IA",140,"370,505",141,"413,822",2010,6,2010,"12,818,575","293,862",43.6,"$985,851","$974,176",$3.30,$3.40
7011,City of Dubuque,DR,DO,Active,Dubuque,IA,357,"Dubuque, IA-IL",30,"65,251",26,"58,000",2010,6,2010,"228,795","60,834",3.8,"$63,351","$994,460",$16.30,$1.00
7011,City of Dubuque,DR,PT,Active,Dubuque,IA,357,"Dubuque, IA-IL",30,"65,251",26,"58,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7011,City of Dubuque,MB,DO,Active,Dubuque,IA,357,"Dubuque, IA-IL",30,"65,251",26,"58,000",2010,6,2010,"961,941","312,856",3.1,"$158,077","$1,515,738",$4.80,$0.50
7012,Sioux City Transit System,DR,PT,Active,Sioux City,IA,250,"Sioux City, IA-NE-SD",53,"106,119",51,"102,798",2010,6,2010,"343,100","37,362",9.2,"$121,536","$460,040",$12.30,$3.30
7012,Sioux City Transit System,MB,DO,Active,Sioux City,IA,250,"Sioux City, IA-NE-SD",53,"106,119",51,"102,798",2010,6,2010,"6,011,275","1,202,255",5.0,"$789,190","$3,843,625",$3.20,$0.70
7013,Metropolitan Transit Authority of Black Hawk County,DR,DO,Active,Waterloo,IA,244,"Waterloo, IA",53,"108,298",89,"109,418",2010,6,2010,"439,204","73,513",6.0,"$360,328","$1,422,293",$19.30,$4.90
7013,Metropolitan Transit Authority of Black Hawk County,DR,PT,Active,Waterloo,IA,244,"Waterloo, IA",53,"108,298",89,"109,418",2010,6,2010,"98,767","13,368",7.4,"$66,585","$213,404",$16.00,$5.00
7013,Metropolitan Transit Authority of Black Hawk County,MB,DO,Active,Waterloo,IA,244,"Waterloo, IA",53,"108,298",89,"109,418",2010,6,2010,"561,500","454,658",1.2,"$500,836","$2,338,053",$5.10,$1.10
7014,Topeka Metropolitan Transit Authority,DR,DO,Active,Topeka,KS,198,"Topeka, KS",70,"142,411",58,"122,377",2010,6,2010,"473,848","64,822",7.3,"$122,767","$1,704,716",$26.30,$1.90
7014,Topeka Metropolitan Transit Authority,DR,PT,Active,Topeka,KS,198,"Topeka, KS",70,"142,411",58,"122,377",2010,6,2010,"176,720","33,661",5.2,"$50,097","$374,487",$11.10,$1.50
7014,Topeka Metropolitan Transit Authority,DT,PT,Active,Topeka,KS,198,"Topeka, KS",70,"142,411",58,"122,377",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7014,Topeka Metropolitan Transit Authority,MB,DO,Active,Topeka,KS,198,"Topeka, KS",70,"142,411",58,"122,377",2010,6,2010,"4,261,412","1,151,733",3.7,"$829,252","$4,971,996",$4.30,$0.70
7015,Wichita Transit,DR,DO,Active,Wichita,KS,76,"Wichita, KS",179,"422,301",149,"386,046",2010,12,2010,"698,401","78,862",8.9,"$207,408","$1,272,313",$16.10,$2.60
7015,Wichita Transit,DR,PT,Active,Wichita,KS,76,"Wichita, KS",179,"422,301",149,"386,046",2010,12,2010,"1,424,309","390,311",3.6,"$629,870","$2,414,691",$6.20,$1.60
7015,Wichita Transit,MB,DO,Active,Wichita,KS,76,"Wichita, KS",179,"422,301",149,"386,046",2010,12,2010,"10,830,336","2,210,177",4.9,"$1,453,918","$9,644,649",$4.40,$0.70
7016,Columbia Transit,DR,DO,Active,Columbia,MO,260,"Columbia, MO",52,"98,779",30,"57,000",2010,9,2010,"103,113","31,727",3.3,"$140,007","$868,186",$27.40,$4.40
7016,Columbia Transit,MB,DO,Active,Columbia,MO,260,"Columbia, MO",52,"98,779",30,"57,000",2010,9,2010,"4,649,527","2,172,676",2.1,"$384,513","$4,047,036",$1.90,$0.20
7018,Iowa City Transit,DR,PT,Active,Iowa City,IA,298,"Iowa City, IA",36,"85,247",25,"67,026",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7018,Iowa City Transit,MB,DO,Active,Iowa City,IA,298,"Iowa City, IA",36,"85,247",25,"67,026",2010,6,2010,"3,884,748","1,889,152",2.1,"$1,034,518","$5,592,803",$3.00,$0.50
7019,University of Iowa,DR,DO,Active,Iowa City,IA,298,"Iowa City, IA",36,"85,247",30,"71,372",2010,6,2010,"33,317","10,347",3.2,$0,"$305,814",$29.60,$0.00
7019,University of Iowa,DR,PT,Active,Iowa City,IA,298,"Iowa City, IA",36,"85,247",30,"71,372",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7019,University of Iowa,MB,DO,Active,Iowa City,IA,298,"Iowa City, IA",36,"85,247",30,"71,372",2010,6,2010,"4,760,957","3,954,283",1.2,$0,"$2,420,403",$0.60,$0.00
7030,Coralville Transit System,DR,PT,Active,Coralville,IA,298,"Iowa City, IA",36,"85,247",11,"17,811",2010,6,2010,0,0,0.0,"$18,401","$180,494",$0.00,$0.00
7030,Coralville Transit System,MB,DO,Active,Coralville,IA,298,"Iowa City, IA",36,"85,247",11,"17,811",2010,6,2010,"1,973,997","527,220",3.7,"$369,883","$1,217,300",$2.30,$0.70
7032,St. Joseph Transit,MB,DO,Active,St. Joseph,MO,317,"St. Joseph, MO-KS",39,"77,231",49,"73,990",2010,6,2010,"1,766,514","353,225",5.0,"$265,698","$4,566,686",$12.90,$0.80
7032,St. Joseph Transit,TB,DO,Active,St. Joseph,MO,317,"St. Joseph, MO-KS",39,"77,231",49,"73,990",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7033,City of Lawrence - Lawrence Transit System,DR,PT,Inactive,Lawrence,KS,311,"Lawrence, KS",23,"79,647",30,"90,000",2009,12,2009,"195,674","50,169",3.9,"$84,730","$1,115,385",$22.20,$1.70
7033,City of Lawrence - Lawrence Transit System,MB,PT,Inactive,Lawrence,KS,311,"Lawrence, KS",23,"79,647",30,"90,000",2009,12,2009,"1,715,796","499,017",3.4,"$180,965","$2,602,564",$5.20,$0.40
7035,"Johnson County Kansas, aka: Johnson County Transit",DR,PT,Active,Olathe,MO,29,"Kansas City, MO-KS",584,"1,361,744",135,"262,455",2010,12,2010,"1,245,205","112,042",11.1,"$412,764","$3,753,027",$33.50,$3.70
7035,"Johnson County Kansas, aka: Johnson County Transit",MB,PT,Active,Olathe,MO,29,"Kansas City, MO-KS",584,"1,361,744",135,"262,455",2010,12,2010,"8,436,811","491,014",17.2,"$1,017,171","$5,634,614",$11.50,$2.10
7036,Missouri State University,MB,PT,Inactive,,,,,0,0,0,0,2009,0,0,0,0,0.0,$0,$0,$0.00,$0.00
7038,City of Olathe,DR,PT,Inactive,Olathe,MO,29,"Kansas City, MO-KS",584,"1,361,744",62,"130,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
7041,Ames Transit Agency dba CyRide,DR,DO,Active,Ames,IA,444,"Ames, IA",16,"50,726",15,"50,276",2010,6,2010,"31,519","9,745",3.2,"$9,899","$136,855",$14.00,$1.00
7041,Ames Transit Agency dba CyRide,DR,PT,Active,Ames,IA,444,"Ames, IA",16,"50,726",15,"50,276",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7041,Ames Transit Agency dba CyRide,MB,DO,Active,Ames,IA,444,"Ames, IA",16,"50,726",15,"50,276",2010,6,2010,"8,323,178","5,353,691",1.6,"$307,692","$6,912,036",$1.30,$0.10
7041,Ames Transit Agency dba CyRide,MB,PT,Active,Ames,IA,444,"Ames, IA",16,"50,726",15,"50,276",2010,6,2010,"25,536","13,719",1.9,$0,"$23,225",$1.70,$0.00
7043,City of Jefferson,DR,DO,Active,Jefferson City,MO,419,"Jefferson City, MO",38,"53,714",36,"40,214",2010,10,2010,"307,692","50,080",6.1,"$56,171","$647,860",$12.90,$1.10
7043,City of Jefferson,MB,DO,Active,Jefferson City,MO,419,"Jefferson City, MO",38,"53,714",36,"40,214",2010,10,2010,"634,521","274,447",2.3,"$202,633","$1,517,954",$5.50,$0.70
7044,Parking & Transit Department,DR,PT,Inactive,Lawrence,KS,311,"Lawrence, KS",23,"79,647",4,"30,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
7044,Parking & Transit Department,MB,PT,Inactive,Lawrence,KS,311,"Lawrence, KS",23,"79,647",4,"30,000",2010,6,2010,"429,027","225,718",1.9,$0,"$350,048",$1.60,$0.00
7045,Johnson County SEATS,DR,DO,Active,Iowa City,IA,298,"Iowa City, IA",36,"85,247",614,"125,692",2010,6,2010,"379,812","104,312",3.6,"$87,165","$1,814,714",$17.40,$0.80
7047,Unified Government Transit Department,DR,DO,Active,Kansas City,MO,29,"Kansas City, MO-KS",584,"1,361,744",156,"155,085",2010,12,2010,,,0.0,,$0,$0.00,$0.00
7047,Unified Government Transit Department,MB,DO,Active,Kansas City,MO,29,"Kansas City, MO-KS",584,"1,361,744",156,"155,085",2010,12,2010,,,0.0,,$0,$0.00,$0.00
7048,City of Lawrence,DR,PT,Active,Lawrence,KS,311,"Lawrence, KS",23,"79,647",30,"90,000",2010,12,2010,"206,266","50,164",4.1,"$86,818","$1,143,468",$22.80,$1.70
7048,City of Lawrence,MB,PT,Active,Lawrence,KS,311,"Lawrence, KS",23,"79,647",30,"90,000",2010,12,2010,"5,322,157","2,862,331",1.9,"$3,333,046","$5,693,141",$2.00,$1.20
8001,Utah Transit Authority,CB,DO,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8001,Utah Transit Authority,CR,DO,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,"36,276,338","1,389,872",26.1,"$2,076,875","$19,839,534",$14.30,$1.50
8001,Utah Transit Authority,DR,DO,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,"3,089,074","322,500",9.6,"$1,371,955","$13,186,570",$40.90,$4.30
8001,Utah Transit Authority,DR,PT,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,"2,181,351","183,362",11.9,"$68,758","$5,381,578",$29.30,$0.40
8001,Utah Transit Authority,DT,PT,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,"24,099","3,763",6.4,"$16,070","$87,578",$23.30,$4.30
8001,Utah Transit Authority,LR,DO,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,"57,228,605","13,400,546",4.3,"$10,413,625","$28,006,024",$2.10,$0.80
8001,Utah Transit Authority,MB,DO,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,"128,375,843","21,716,864",5.9,"$18,768,808","$106,093,467",$4.90,$0.90
8001,Utah Transit Authority,RB,DO,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8001,Utah Transit Authority,VP,DO,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,"54,429,401","1,346,949",40.4,"$2,528,801","$3,883,390",$2.90,$1.90
8001,Utah Transit Authority,VP,PT,Active,Salt Lake City,UT,42,"Salt Lake City, UT",231,"887,650","1,412","1,744,417",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8002,Su Tran LLC dba: Sioux Area Metro,DR,DO,Active,Sioux Falls,SD,214,"Sioux Falls, SD",46,"124,269",68,"144,000",2010,12,2010,"957,550","133,736",7.2,"$245,854","$3,455,552",$25.80,$1.80
8002,Su Tran LLC dba: Sioux Area Metro,DR,PT,Active,Sioux Falls,SD,214,"Sioux Falls, SD",46,"124,269",68,"144,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8002,Su Tran LLC dba: Sioux Area Metro,MB,DO,Active,Sioux Falls,SD,214,"Sioux Falls, SD",46,"124,269",68,"144,000",2010,12,2010,"5,829,745","937,258",6.2,"$550,031","$3,678,673",$3.90,$0.60
8002,Su Tran LLC dba: Sioux Area Metro,MB,PT,Active,Sioux Falls,SD,214,"Sioux Falls, SD",46,"124,269",68,"144,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8002,Su Tran LLC dba: Sioux Area Metro,TB,DO,Active,Sioux Falls,SD,214,"Sioux Falls, SD",46,"124,269",68,"144,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8003,"City of Fargo, DBA:  Metropolitan Area Transit",DR,DO,Active,Fargo,ND,197,"Fargo, ND-MN",46,"142,477",45,"125,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8003,"City of Fargo, DBA:  Metropolitan Area Transit",DR,PT,Active,Fargo,ND,197,"Fargo, ND-MN",46,"142,477",45,"125,000",2010,12,2010,"357,341","57,850",6.2,"$305,132","$1,232,983",$21.30,$5.30
8003,"City of Fargo, DBA:  Metropolitan Area Transit",MB,DO,Active,Fargo,ND,197,"Fargo, ND-MN",46,"142,477",45,"125,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8003,"City of Fargo, DBA:  Metropolitan Area Transit",MB,PT,Active,Fargo,ND,197,"Fargo, ND-MN",46,"142,477",45,"125,000",2010,12,2010,"5,180,088","1,570,055",3.3,"$629,167","$4,194,088",$2.70,$0.40
8004,Billings Metropolitan Transit,DR,DO,Active,Billings,MT,257,"Billings, MT",46,"100,317",34,"100,000",2010,6,2010,"320,058","59,544",5.4,"$265,288","$1,166,231",$19.60,$4.50
8004,Billings Metropolitan Transit,MB,DO,Active,Billings,MT,257,"Billings, MT",46,"100,317",34,"100,000",2010,6,2010,"2,335,141","630,068",3.7,"$322,726","$3,173,313",$5.00,$0.50
8005,Mountain Metropolitan Transit,DR,PT,Active,Colorado Springs,CO,73,"Colorado Springs, CO",197,"466,122",200,"438,000",2010,12,2010,"1,617,529","258,806",6.2,"$472,600","$5,127,521",$19.80,$1.80
8005,Mountain Metropolitan Transit,MB,DO,Active,Colorado Springs,CO,73,"Colorado Springs, CO",197,"466,122",200,"438,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8005,Mountain Metropolitan Transit,MB,PT,Active,Colorado Springs,CO,73,"Colorado Springs, CO",197,"466,122",200,"438,000",2010,12,2010,"15,412,804","2,537,927",6.1,"$2,453,852","$11,004,433",$4.30,$1.00
8005,Mountain Metropolitan Transit,VP,DO,Active,Colorado Springs,CO,73,"Colorado Springs, CO",197,"466,122",200,"438,000",2010,12,2010,"2,909,754","49,544",58.7,"$203,635","$516,541",$10.40,$4.10
8006,Denver Regional Transportation District,DR,DO,Active,Denver,CO,20,"Denver-Aurora, CO",499,"1,984,889","2,326","2,619,000",2010,12,2010,"668,398","64,177",10.4,"$61,550","$1,119,700",$17.40,$1.00
8006,Denver Regional Transportation District,DR,PT,Active,Denver,CO,20,"Denver-Aurora, CO",499,"1,984,889","2,326","2,619,000",2010,12,2010,"9,926,265","1,108,153",9.0,"$2,304,867","$37,399,142",$33.70,$2.10
8006,Denver Regional Transportation District,LR,DO,Active,Denver,CO,20,"Denver-Aurora, CO",499,"1,984,889","2,326","2,619,000",2010,12,2010,"139,416,653","20,087,726",6.9,"$22,230,716","$71,424,851",$3.60,$1.10
8006,Denver Regional Transportation District,MB,DO,Active,Denver,CO,20,"Denver-Aurora, CO",499,"1,984,889","2,326","2,619,000",2010,12,2010,"258,792,817","49,898,034",5.2,"$42,871,828","$196,933,121",$3.90,$0.90
8006,Denver Regional Transportation District,MB,PT,Active,Denver,CO,20,"Denver-Aurora, CO",499,"1,984,889","2,326","2,619,000",2010,12,2010,"126,617,316","26,270,146",4.8,"$32,238,690","$85,388,737",$3.30,$1.20
8006,Denver Regional Transportation District,VP,PT,Active,Denver,CO,20,"Denver-Aurora, CO",499,"1,984,889","2,326","2,619,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8007,Pueblo Transit System,DR,PT,Active,Pueblo,CO,216,"Pueblo, CO",54,"123,351",39,"105,000",2010,12,2010,"280,345","51,441",5.4,"$90,048","$775,943",$15.10,$1.80
8007,Pueblo Transit System,MB,DO,Active,Pueblo,CO,216,"Pueblo, CO",54,"123,351",39,"105,000",2010,12,2010,"2,862,880","951,123",3.0,"$436,154","$3,478,182",$3.70,$0.50
8008,Cities Area Transit,DR,DO,Active,Grand Forks,ND,404,"Grand Forks, ND-MN",17,"56,573",9,"56,534",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8008,Cities Area Transit,DR,PT,Active,Grand Forks,ND,404,"Grand Forks, ND-MN",17,"56,573",9,"56,534",2010,12,2010,"197,204","65,240",3.0,"$176,674","$589,383",$9.00,$2.70
8008,Cities Area Transit,MB,DO,Active,Grand Forks,ND,404,"Grand Forks, ND-MN",17,"56,573",9,"56,534",2010,12,2010,"1,222,029","282,627",4.3,"$166,726","$1,777,124",$6.30,$0.60
8009,Missoula Urban Transportation District,DR,DO,Active,Missoula,MT,343,"Missoula, MT",36,"69,491",70,"69,999",2010,6,2010,"71,032","21,335",3.3,"$150,813","$510,299",$23.90,$7.10
8009,Missoula Urban Transportation District,MB,DO,Active,Missoula,MT,343,"Missoula, MT",36,"69,491",70,"69,999",2010,6,2010,"2,738,311","791,620",3.5,"$419,372","$3,276,331",$4.10,$0.50
8010,City of Greeley - Transit Services,DR,DO,Active,Greeley,CO,275,"Greeley, CO",34,"93,879",17,"93,000",2010,12,2010,"94,405","24,909",3.8,"$40,958","$770,027",$30.90,$1.60
8010,City of Greeley - Transit Services,MB,DO,Active,Greeley,CO,275,"Greeley, CO",34,"93,879",17,"93,000",2010,12,2010,"1,823,115","493,071",3.7,"$460,966","$1,849,256",$3.80,$0.90
8011,Transfort,DR,DO,Active,Fort Collins,CO,146,"Fort Collins, CO",84,"206,757",47,"118,652",2010,12,2010,"55,485","8,518",6.5,"$92,599","$827,633",$97.20,$10.90
8011,Transfort,DR,PT,Active,Fort Collins,CO,146,"Fort Collins, CO",84,"206,757",47,"118,652",2010,12,2010,"189,302","31,867",5.9,"$16,983","$920,831",$28.90,$0.50
8011,Transfort,DT,PT,Active,Fort Collins,CO,146,"Fort Collins, CO",84,"206,757",47,"118,652",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8011,Transfort,MB,DO,Active,Fort Collins,CO,146,"Fort Collins, CO",84,"206,757",47,"118,652",2010,12,2010,"7,078,990","2,034,195",3.5,"$956,020","$6,283,953",$3.10,$0.50
8011,Transfort,MB,PT,Active,Fort Collins,CO,146,"Fort Collins, CO",84,"206,757",47,"118,652",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8011,Transfort,VP,PT,Active,Fort Collins,CO,146,"Fort Collins, CO",84,"206,757",47,"118,652",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8012,Great Falls Transit District,DR,DO,Active,Great Falls,MT,363,"Great Falls, MT",29,"64,387",20,"63,000",2010,6,2010,"63,812","25,139",2.5,"$52,788","$401,183",$16.00,$2.10
8012,Great Falls Transit District,DR,PT,Active,Great Falls,MT,363,"Great Falls, MT",29,"64,387",20,"63,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
8012,Great Falls Transit District,MB,DO,Active,Great Falls,MT,363,"Great Falls, MT",29,"64,387",20,"63,000",2010,6,2010,"747,062","355,744",2.1,"$190,600","$2,113,823",$5.90,$0.50
8013,City of Casper,DR,DO,Active,Casper,WY,397,"Casper, WY",26,"57,719",93,"57,561",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
8013,City of Casper,DR,PT,Active,Casper,WY,397,"Casper, WY",26,"57,719",93,"57,561",2010,6,2010,"290,040","54,213",5.4,"$72,322","$997,315",$18.40,$1.30
8013,City of Casper,MB,DO,Active,Casper,WY,397,"Casper, WY",26,"57,719",93,"57,561",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
8013,City of Casper,MB,PT,Active,Casper,WY,397,"Casper, WY",26,"57,719",93,"57,561",2010,6,2010,"430,440","125,460",3.4,"$279,245","$732,792",$5.80,$2.20
8014,Rapid Transit System,DR,DO,Active,Rapid City,SD,352,"Rapid City, SD",30,"66,780",55,"67,500",2010,12,2010,"294,189","75,406",3.9,"$151,479","$942,839",$12.50,$2.00
8014,Rapid Transit System,MB,DO,Active,Rapid City,SD,352,"Rapid City, SD",30,"66,780",55,"67,500",2010,12,2010,"993,258","264,378",3.8,"$214,628","$756,226",$2.90,$0.80
8016,Mesa County,DR,PT,Active,Grand Junction,CO,277,"Grand Junction, CO",56,"92,362",66,"120,000",2010,12,2010,"82,294","11,213",7.3,"$16,675","$199,890",$17.80,$1.50
8016,Mesa County,MB,PT,Active,Grand Junction,CO,277,"Grand Junction, CO",56,"92,362",66,"120,000",2010,12,2010,"3,628,717","972,485",3.7,"$291,355","$2,539,223",$2.60,$0.30
8019,Bis-Man Transit Board,DR,PT,Active,Bismarck,ND,322,"Bismarck, ND",34,"74,991",137,"94,719",2010,12,2010,"667,726","171,652",3.9,"$409,427","$1,671,422",$9.70,$2.40
8019,Bis-Man Transit Board,MB,PT,Active,Bismarck,ND,322,"Bismarck, ND",34,"74,991",137,"94,719",2010,12,2010,"523,939","127,790",4.1,"$65,986","$1,037,527",$8.10,$0.50
8019,Bis-Man Transit Board,OR,PT,Active,Bismarck,ND,322,"Bismarck, ND",34,"74,991",137,"94,719",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
8020,The City of Cheyenne Transit Program,DR,DO,Active,Cheyenne,WY,346,"Cheyenne, WY",34,"68,202",18,"53,000",2010,6,2010,"238,558","24,213",9.9,"$40,780","$688,366",$28.40,$1.70
8020,The City of Cheyenne Transit Program,MB,DO,Active,Cheyenne,WY,346,"Cheyenne, WY",34,"68,202",18,"53,000",2010,6,2010,"1,082,704","253,686",4.3,"$82,796","$776,299",$3.10,$0.30
8021,"City of Logan, dba: The Logan Transit District",DR,PT,Inactive,,,,,0,0,0,0,2009,0,0,0,0,0.0,$0,$0,$0.00,$0.00
8021,"City of Logan, dba: The Logan Transit District",MB,PT,Inactive,,,,,0,0,0,0,2009,0,0,0,0,0.0,$0,$0,$0.00,$0.00
8024,Special Transportation for Boulder County Inc.,DR,DO,Inactive,,,,,0,0,0,0,2003,0,0,0,0,0.0,$0,$0,$0.00,$0.00
8024,Special Transportation for Boulder County Inc.,DR,PT,Inactive,,,,,0,0,0,0,2003,0,0,0,0,0.0,$0,$0,$0.00,$0.00
8024,Special Transportation for Boulder County Inc.,MB,DO,Inactive,,,,,0,0,0,0,2003,0,0,0,0,0.0,$0,$0,$0.00,$0.00
8025,City of Loveland Transit,DR,DO,Active,Loveland,CO,146,"Fort Collins, CO",84,"206,757",30,"60,000",2010,12,2010,"31,840","8,183",3.9,"$12,560","$252,904",$30.90,$1.50
8025,City of Loveland Transit,MB,DO,Active,Loveland,CO,146,"Fort Collins, CO",84,"206,757",30,"60,000",2010,12,2010,"685,533","138,284",5.0,"$52,072","$699,225",$5.10,$0.40
8026,City of St. George,MB,DO,Active,St. George,UT,369,"St. George, UT",34,"62,630",33,"62,629",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
8028,Cache Valley Transit District,DR,DO,Active,Logan,UT,318,"Logan, UT",38,"76,187",33,"80,000",2010,12,2010,"102,282","26,468",3.9,,"$709,030",$26.80,
8028,Cache Valley Transit District,DR,PT,Active,Logan,UT,318,"Logan, UT",38,"76,187",33,"80,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
