NTDID,Agency,Active,SSW,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15
9029,Omnitrans,Active,N,22,"Riverside-San Bernardino, CA",DR,PT,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,85,85,85,85,85,85,85,85,85,88,88,88,88,88,88,88,88,88,88,88,88,88,88,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
9029,Omnitrans,Active,N,22,"Riverside-San Bernardino, CA",MB,DO,88,88,88,88,88,88,88,88,88,88,88,88,139,139,139,139,139,139,139,139,129,129,129,129,127,127,127,127,127,127,127,127,127,127,127,127,129,129,129,128,126,127,133,133,147,147,147,147,147,147,147,147,145,145,145,145,145,145,145,145,145,145,145,145,138,138,138,138,139,138,139,139,139,138,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,131,131,131,131,131,131,131,131,137,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,132,132,142,142,145,145,145,145,145
9029,Omnitrans,Active,N,22,"Riverside-San Bernardino, CA",MB,PT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8,8,8,8,8
9029,Omnitrans,Active,N,22,"Riverside-San Bernardino, CA",RB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,,,,,
9030,North County Transit District,Active,N,15,"San Diego, CA",CR,PT,28,28,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,20,20,20,20,20,20,20,20,20,20,20,20,16,16,16,20,20,20,20,20,20,20,20,20,20,20,20,20,22,21,20,22,22,20,20,20,21,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
9030,North County Transit District,Active,N,15,"San Diego, CA",DR,PT,39,39,39,39,39,39,39,39,38,39,39,39,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,37,40,40,40,41,41,40,40,40,38,38,38,34,39,39,39,32,32,32,33,33,33,33,30,33,36,28,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,21,21,0,6,15,15,15,15,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,52,52,61,61,61,61,61
9030,North County Transit District,Active,N,15,"San Diego, CA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,26,38,38,38,48,48,46,44,44,44,43,43,44,50,50,50,50,52,52,52,48,55,45,48,48,48,48,48,49,49,50,50,50,,,,,,,
9030,North County Transit District,Active,N,15,"San Diego, CA",LR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,8,6,6,6,6,6,6,6,4,4,4,4,4,6,6,4,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,North County Transit District,Active,N,15,"San Diego, CA",MB,DO,154,154,154,154,154,154,154,154,154,154,154,154,130,130,130,130,130,130,130,130,130,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,138,138,138,141,138,138,138,138,138,138,138,138,125,121,121,121,121,121,121,112,112,112,112,112,107,107,107,107,121,121,121,120,120,120,120,120,112,112,123,123,104,104,104,92,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,North County Transit District,Active,N,15,"San Diego, CA",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,22,38,38,114,114,114,114,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,125,125,125,125,125,125,125,131,131,132,137,137,137,137,137,137,137,136,136,136,136,136,136,136,136,137,137,137,137,137,137,137
9030,North County Transit District,Active,N,15,"San Diego, CA",YR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,6,6,6,6,6,6,6,6,4,0,4,4,4,6,8,8,8,4,8,8,8,8,6,6,6,5,8,8,8,8,8
9031,Riverside Transit Agency,Active,N,22,"Riverside-San Bernardino, CA",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,14,14,14,14,14
9031,Riverside Transit Agency,Active,N,22,"Riverside-San Bernardino, CA",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,17,17,16,16,16,16,16,15,15,15,15,15,15,15,15,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
9031,Riverside Transit Agency,Active,N,22,"Riverside-San Bernardino, CA",DR,PT,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,49,49,49,49,54,54,53,53,53,53,46,46,50,43,48,48,45,46,52,55,56,53,53,50,53,58,57,53,55,59,62,59,61,61,64,63,68,64,67,63,62,61,64,67,69,66,65,66,69,69,70,70,71,70,72,72,72,74,72,70,73,71,71,71,76,77,75,75,71,71,69,71,72,75,74,79,67,68,68,69,73,71,72,71,71,72,72,75,74,73,74,73,75,70,68,70,78,80,77,77,78,80,80,85,85,82,75,81,82,83,86,86,81,84,90,91,85,85,85,85,85,85,85,85,85
9031,Riverside Transit Agency,Active,N,22,"Riverside-San Bernardino, CA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,14,13,11,9,10,9,9,9,10,8,8,9,8,7,7,7,7,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7
9031,Riverside Transit Agency,Active,N,22,"Riverside-San Bernardino, CA",MB,DO,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,71,71,71,71,71,71,71,71,71,71,75,75,75,76,76,76,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,76,76,76,76,76,73,73,73,79,79,79,79,79,79,79,79,77,76,76,76,79,79,79,79,87,87,87,87,85,85,85,85,85,85,85,85,85,85,85,85,85,85,75,75,73,73,74,74,74,74,74,74,72,72,72,72,70,70,70,70,71,71,71,71,71,71,71,71,74,74,74,74,68,68,68,68,67,67,67,67,67,68,67,67,68,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
9031,Riverside Transit Agency,Active,N,22,"Riverside-San Bernardino, CA",MB,PT,32,32,32,32,32,32,32,32,32,32,32,32,39,39,41,41,47,47,44,45,58,57,56,56,55,55,55,55,55,55,55,55,55,55,55,55,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,55,56,56,56,56,50,48,48,48,54,55,55,55,56,56,56,56,55,55,55,55,55,55,55,55,54,54,54,54,53,53,53,53,53,53,56,58,53,53,58,58,57,57,57,57,60,60,60,60,60,57,57,57,57,55,55,55,60,60,62,62,63,63,63,63,46,46,46,46,45,45,45,45,46,46,46,46,49,49,49,49,49,48,48,49,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
9032,City of Phoenix Public Transit Department dba Valley Metro,Active,N,12,"Phoenix-Mesa, AZ",DR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,44,44,44,44,44,44,44,44,44,44,44,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,,,,,,,,,,,,,,,,,,,
9032,City of Phoenix Public Transit Department dba Valley Metro,Active,N,12,"Phoenix-Mesa, AZ",DR,PT,121,121,121,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,117,117,117,117,117,112,117,117,117,117,117,117,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,137,137,137,137,137,137,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,92,92,92,92,92,92,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,92,92,92,92,92,92,92,92,92,92,92,92,92
9032,City of Phoenix Public Transit Department dba Valley Metro,Active,N,12,"Phoenix-Mesa, AZ",MB,PT,354,354,354,355,355,355,379,380,380,390,390,390,390,390,390,380,379,379,394,394,394,402,403,403,400,401,401,404,404,404,400,400,400,400,400,400,400,400,400,400,400,400,401,380,380,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,407,407,407,407,407,407,416,416,416,416,416,416,424,474,468,474,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,536,536,450,450,450,450,450,450,388,388,388,388,388,388,388,388,388,388,388,388,388,388,389,389,389,389,392,392,392,392,392,392,392,392,392,392,392,392,392,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388
9033,City of Tucson,Active,N,52,"Tucson, AZ",DR,DO,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,60,60,63,63,63,64,65,68,69,69,76,76,76,76,76,76,84,84,84,84,84,84,90,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,113,111,114,114,111,115,109,110,110,115,115,115,114,115,114,111,114,113,108,115,112,111,111,111,112,113,115,115,115,115,113,111,111,111,111,112,114,110,105,111,115,113,113,114,114,115,113,116,116,114,115,113,112,116,115,113,117,116,120,118,117
9033,City of Tucson,Active,N,52,"Tucson, AZ",MB,DO,147,147,147,147,147,137,137,147,147,147,147,147,147,147,147,147,147,147,147,151,151,151,153,153,153,155,155,155,155,147,147,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,155,155,155,155,155,155,164,170,170,170,170,170,170,170,170,170,170,170,170,194,194,194,194,194,193,201,201,201,191,191,192,200,200,200,200,200,200,199,199,199,192,192,192,198,198,198,198,198,200,200,200,200,198,198,198,203,203,203,203,203,203,210,210,210,203,203,203,211,211,211,210,210,210,210,210,210,210,200,200,210,210,210,210,210,210
9033,City of Tucson,Active,N,52,"Tucson, AZ",SR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6
9034,City of Glendale Transit,Active,N,12,"Phoenix-Mesa, AZ",DR,DO,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15
9034,City of Glendale Transit,Active,N,12,"Phoenix-Mesa, AZ",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034,City of Glendale Transit,Active,N,12,"Phoenix-Mesa, AZ",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2
9034,City of Glendale Transit,Active,N,12,"Phoenix-Mesa, AZ",MB,DO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9034,City of Glendale Transit,Active,N,12,"Phoenix-Mesa, AZ",MB,PT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,Gold Coast Transit,Active,N,103,"Oxnard, CA",DR,PT,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,19,19,19,19,19,19,20,20,22,21,21,21,22,21,21,21,21,19,18,19,18,16,16,18,16,16,16,17,18,17,18,18,17,17,17,17,22,22,22,16,17,18,17,18,19,18,18,18,17,19,18,17,18,17,17,17,18,19,18,18,21,19,19,19,19,19,18,20,19,18,17,15,16,17,19,17,17,17,17,17,16,16,17,14,16,17,18,16,16,15,16,16,16,17,15,16,14,14,14,14,14,14,13,13,14,15,15,15,16,16,15,16,16,16,15,15,15,16,16,16,16,17,17,17,18,17,18,18,18,18,18,18,18,18,18,18,17,17,17
9035,Gold Coast Transit,Active,N,103,"Oxnard, CA",MB,DO,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,37,37,37,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,39,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,41,41,41,41,41,41,41,39,39,39,39,39,43,43,43,43,43,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
9036,Orange County Transportation Authority,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9036,Orange County Transportation Authority,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24
9036,Orange County Transportation Authority,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",DR,PT,206,210,212,212,217,218,223,222,221,229,228,231,233,238,239,240,248,240,244,244,259,269,271,273,270,271,277,278,270,266,265,315,317,289,316,310,255,257,254,257,261,253,248,245,254,252,253,254,249,249,248,246,244,245,262,267,277,285,285,288,287,289,290,289,293,244,256,256,256,256,256,256,293,293,293,293,293,293,330,330,330,361,359,354,343,351,362,363,366,366,405,403,406,418,403,403,370,380,377,382,381,386,345,349,354,357,353,365,312,317,314,315,313,321,415,428,436,430,419,410,418,426,473,483,475,499,477,487,483,487,479,478,470,473,495,493,488,508,418,407,424,429,431,418,424,440,438,446,451,452,449,430,460,465,448,442,443
9036,Orange County Transportation Authority,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,61,61,61,72,66,30,33,30,28,30,33,40,30,28,37,41,44,66,39,48,48,49,50,56,57,49,51,48,50,53,57,56,66,73,79,77,64,71,73,67,76,85,81,74,74,72,78,65
9036,Orange County Transportation Authority,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",MB,DO,430,430,428,428,428,441,441,441,437,437,437,442,442,442,447,447,447,452,452,452,453,453,453,457,457,457,460,460,460,466,466,466,466,466,466,468,468,468,468,468,469,469,469,469,470,470,470,470,470,470,471,471,471,479,479,479,482,482,482,479,479,479,479,479,476,476,476,476,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,462,462,462,454,454,454,442,442,442,419,419,419,409,409,409,369,369,369,349,349,349,349,345,345,345,345,335,335,335,335,329,329,329,329,321,321,321,321,317,317,317,317,310,305,305,305,305,305,305,305,304,304,304,304,311,311,311,311,307,307,307,307,297,297,297,297,293,293,293,293,284,284,284,284
9036,Orange County Transportation Authority,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",MB,PT,92,91,92,87,85,90,89,92,89,89,88,90,90,86,83,84,83,84,83,84,82,79,77,82,80,77,79,80,74,77,78,80,81,42,52,51,77,76,77,76,76,74,51,76,75,77,75,75,71,70,71,71,71,71,71,71,71,80,80,80,80,80,76,80,80,74,74,74,74,74,74,74,74,74,64,64,64,64,64,64,64,64,64,66,66,66,66,66,66,65,65,65,65,65,65,64,64,64,57,57,57,80,80,80,80,85,85,85,85,99,99,99,99,105,105,105,105,120,120,120,120,117,117,117,117,126,102,102,102,104,104,104,104,110,110,110,110,117,117,117,117,125,125,125,125,135,135,135,135,148,148,148,148,148,148,148,148
9036,Orange County Transportation Authority,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",VP,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,58,102,113,134,154,159,160,183,193,199,204,213,224,230,255,270,275,280,283,283,290,288,285,287,277,277,275,281,287,287,290,292,289,287,288,294,300,306,312,308,310,312,315,324,327,336,340,352,357,374,379,380,379,382,382,390,404,406,408,425,428,439,441,453,460,457,467,475,475,477,476,461,460,456,461,452,448,449,443,442,449,456,460,465,462,458,464,469,465,467
9039,Culver City Municipal Bus Lines,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",DR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9039,Culver City Municipal Bus Lines,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9039,Culver City Municipal Bus Lines,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",MB,DO,30,30,30,30,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,31,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,39,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
9041,Montebello Bus Lines,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9041,Montebello Bus Lines,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",DR,DO,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,Montebello Bus Lines,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,Montebello Bus Lines,Active,N,2,"Los Angeles-Long Beach-Anaheim, CA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
