NTDID,Agency,Mode,TOS,Active,Small Systems Waiver,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
9002,City and County of Honolulu Department of Transportation Services,MB,PT,Active,N,Honolulu,HI,54,"Urban Honolulu, HI",170,"802,459",277,"953,207",2013,6,2013,"359,913,127","69,242,214",5.20," $	55,038,042 "," $	182,880,968 ", $	2.64 , $	0.79 
9003,San Francisco Bay Area Rapid Transit District,DR,PT,Active,N,Oakland,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",93,"833,762",2013,6,2013,,,," $	834,048 "," $	10,971,548 ",,
9003,San Francisco Bay Area Rapid Transit District,HR,DO,Active,N,Oakland,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",93,"833,762",2013,6,2013,"1,649,251,188","126,546,495",13.03," $	406,055,540 "," $	525,014,638 ", $	4.15 , $	3.21 
9004,Golden Empire Transit District,DR,DO,Active,N,Bakersfield,CA,79,"Bakersfield, CA",138,"523,994",98,"479,501",2013,6,2013,"407,034","54,863",7.42," $	126,693 "," $	1,467,187 ", $	26.74 , $	2.31 
9004,Golden Empire Transit District,MB,DO,Active,N,Bakersfield,CA,79,"Bakersfield, CA",138,"523,994",98,"479,501",2013,6,2013,"20,264,334","6,174,932",3.28," $	4,816,882 "," $	23,658,837 ", $	3.83 , $	0.78 
9006,Santa Cruz Metropolitan Transit District,CB,DO,Active,N,Santa Cruz,CA,204,"Santa Cruz, CA",58,"163,703",446,"254,538",2013,6,2013,"11,210,006","354,058",31.66," $	1,471,122 "," $	3,357,740 ", $	9.48 , $	4.16 
9006,Santa Cruz Metropolitan Transit District,DR,DO,Active,N,Santa Cruz,CA,204,"Santa Cruz, CA",58,"163,703",446,"254,538",2013,6,2013,"523,531","82,510",6.35," $	289,592 "," $	4,900,638 ", $	59.39 , $	3.51 
9006,Santa Cruz Metropolitan Transit District,DR,PT,Active,N,Santa Cruz,CA,204,"Santa Cruz, CA",58,"163,703",446,"254,538",2013,6,2013,,,,,,,
9006,Santa Cruz Metropolitan Transit District,DT,PT,Active,N,Santa Cruz,CA,204,"Santa Cruz, CA",58,"163,703",446,"254,538",2013,6,2013,"46,258","7,982",5.80," $	14,944 "," $	281,055 ", $	35.21 , $	1.87 
9006,Santa Cruz Metropolitan Transit District,MB,DO,Active,N,Santa Cruz,CA,204,"Santa Cruz, CA",58,"163,703",446,"254,538",2013,6,2013,"23,804,449","5,015,612",4.75," $	7,098,139 "," $	30,974,977 ", $	6.18 , $	1.42 
9007,Modesto Area Express,DR,PT,Active,N,Modesto,CA,105,"Modesto, CA",92,"358,172",59,"253,607",2013,6,2013,"777,417","114,326",6.80," $	259,738 "," $	3,131,906 ", $	27.39 , $	2.27 
9007,Modesto Area Express,MB,PT,Active,N,Modesto,CA,105,"Modesto, CA",92,"358,172",59,"253,607",2013,6,2013,"11,836,866","3,666,824",3.23," $	2,499,176 "," $	12,344,245 ", $	3.37 , $	0.68 
9008,Santa Monica's Big Blue Bus,DR,PT,Active,N,Santa Monica,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",51,"458,506",2013,6,2013,"64,654","25,289",2.56, $	-00 ," $	560,037 ", $	22.15 , $	-00 
9008,Santa Monica's Big Blue Bus,MB,DO,Active,N,Santa Monica,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",51,"458,506",2013,6,2013,"74,949,629","19,319,086",3.88," $	14,091,097 "," $	63,934,505 ", $	3.31 , $	0.73 
9009,San Mateo County Transit District,DR,PT,Active,N,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",97,"737,100",2013,6,2013,"2,195,425","252,058",8.71," $	709,660 "," $	11,443,670 ", $	45.40 , $	2.82 
9009,San Mateo County Transit District,DT,PT,Active,N,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",97,"737,100",2013,6,2013,"508,863","45,597",11.16," $	132,292 "," $	2,850,403 ", $	62.51 , $	2.90 
9009,San Mateo County Transit District,MB,DO,Active,N,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",97,"737,100",2013,6,2013,"39,298,316","9,584,955",4.10," $	12,859,407 "," $	81,145,684 ", $	8.47 , $	1.34 
9009,San Mateo County Transit District,MB,PT,Active,N,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",97,"737,100",2013,6,2013,"22,337,611","3,157,875",7.07," $	5,726,387 "," $	19,791,902 ", $	6.27 , $	1.81 
9010,Torrance Transit System,DR,PT,Active,N,Torrance,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",103,"606,847",2013,6,2013,,,,,,,
9010,Torrance Transit System,DT,PT,Active,N,Torrance,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",103,"606,847",2013,6,2013,"404,558","71,639",5.65," $	223,545 "," $	1,122,489 ", $	15.67 , $	3.12 
9010,Torrance Transit System,MB,DO,Active,N,Torrance,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",103,"606,847",2013,6,2013,"16,787,113","3,949,909",4.25," $	2,963,696 "," $	20,989,179 ", $	5.31 , $	0.75 
9010,Torrance Transit System,MB,PT,Active,N,Torrance,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",103,"606,847",2013,6,2013,"896,842","72,914",12.30," $	155,906 "," $	1,131,455 ", $	15.52 , $	2.14 
9012,San Joaquin Regional Transit District,CB,PT,Active,N,Stockton,CA,102,"Stockton, CA",93,"370,583","1,489","685,306",2013,6,2013,"9,803,485","213,168",45.99," $	891,515 "," $	2,496,246 ", $	11.71 , $	4.18 
9012,San Joaquin Regional Transit District,DR,DO,Active,N,Stockton,CA,102,"Stockton, CA",93,"370,583","1,489","685,306",2013,6,2013,,,,,,,
9012,San Joaquin Regional Transit District,DR,PT,Active,N,Stockton,CA,102,"Stockton, CA",93,"370,583","1,489","685,306",2013,6,2013,863,146,5.91, $	438 ," $	6,868 ", $	47.04 , $	3.00 
9012,San Joaquin Regional Transit District,DT,PT,Active,N,Stockton,CA,102,"Stockton, CA",93,"370,583","1,489","685,306",2013,6,2013,"232,058","36,388",6.38," $	135,331 "," $	1,417,326 ", $	38.95 , $	3.72 
9012,San Joaquin Regional Transit District,MB,DO,Active,N,Stockton,CA,102,"Stockton, CA",93,"370,583","1,489","685,306",2013,6,2013,"12,276,384","3,597,641",3.41," $	2,962,974 "," $	19,492,119 ", $	5.42 , $	0.82 
9012,San Joaquin Regional Transit District,MB,PT,Active,N,Stockton,CA,102,"Stockton, CA",93,"370,583","1,489","685,306",2013,6,2013,"1,775,093","416,001",4.27," $	342,339 "," $	5,375,631 ", $	12.92 , $	0.82 
9012,San Joaquin Regional Transit District,VP,DO,Active,N,Stockton,CA,102,"Stockton, CA",93,"370,583","1,489","685,306",2013,6,2013,,,,,,,
9013,Santa Clara Valley Transportation Authority,DR,PT,Active,N,San Jose,CA,29,"San Jose, CA",286,"1,664,496",346,"1,880,876",2013,6,2013,"8,205,016","732,793",11.20," $	2,989,905 "," $	21,954,919 ", $	29.96 , $	4.08 
9013,Santa Clara Valley Transportation Authority,LR,DO,Active,N,San Jose,CA,29,"San Jose, CA",286,"1,664,496",346,"1,880,876",2013,6,2013,"58,102,944","10,742,292",5.41," $	9,537,182 "," $	68,972,255 ", $	6.42 , $	0.89 
9013,Santa Clara Valley Transportation Authority,MB,DO,Active,N,San Jose,CA,29,"San Jose, CA",286,"1,664,496",346,"1,880,876",2013,6,2013,"166,423,856","32,404,598",5.14," $	28,793,974 "," $	224,474,914 ", $	6.93 , $	0.89 
9013,Santa Clara Valley Transportation Authority,MB,PT,Active,N,San Jose,CA,29,"San Jose, CA",286,"1,664,496",346,"1,880,876",2013,6,2013,"1,320,862","341,369",3.87, $	-00 ," $	1,522,314 ", $	4.46 , $	-00 
9014, Alameda-Contra Costa Transit District,DR,PT,Active,N,Oakland,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",524,"1,425,275",2013,6,2013,"7,327,669","716,684",10.22," $	2,690,478 "," $	36,781,318 ", $	51.32 , $	3.75 
9014, Alameda-Contra Costa Transit District,MB,DO,Active,N,Oakland,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",524,"1,425,275",2013,6,2013,"203,277,843","54,929,401",3.70," $	58,234,014 "," $	292,493,051 ", $	5.32 , $	1.06 
9014, Alameda-Contra Costa Transit District,MB,PT,Active,N,Oakland,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",524,"1,425,275",2013,6,2013,0,"305,487",0.00," $	575,399 "," $	2,725,468 ", $	8.92 , $	1.88 
9015,San Francisco Municipal Railway,CC,DO,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"805,235",2013,6,2013,"8,497,218","6,813,349",1.25," $	26,697,764 "," $	51,868,243 ", $	7.61 , $	3.92 
9015,San Francisco Municipal Railway,DR,PT,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"805,235",2013,6,2013,"3,135,918","582,565",5.38," $	834,321 "," $	13,181,343 ", $	22.63 , $	1.43 
9015,San Francisco Municipal Railway,DT,PT,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"805,235",2013,6,2013,"686,813","277,761",2.47," $	319,952 "," $	5,054,900 ", $	18.20 , $	1.15 
9015,San Francisco Municipal Railway,LR,DO,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"805,235",2013,6,2013,"129,329,354","45,358,815",2.85," $	40,336,412 "," $	182,399,900 ", $	4.02 , $	0.89 
9015,San Francisco Municipal Railway,MB,DO,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"805,235",2013,6,2013,"222,183,652","97,180,861",2.29," $	86,420,407 "," $	257,977,594 ", $	2.65 , $	0.89 
9015,San Francisco Municipal Railway,SR,DO,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"805,235",2013,6,2013,"12,372,290","8,390,344",1.47," $	7,461,314 "," $	16,075,401 ", $	1.92 , $	0.89 
9015,San Francisco Municipal Railway,TB,DO,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"805,235",2013,6,2013,"95,481,477","65,247,637",1.46," $	58,023,023 "," $	141,409,025 ", $	2.17 , $	0.89 
9016,"Golden Gate Bridge, Highway and Transportation District",DR,PT,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",160,"869,000",2013,6,2013,"1,207,242","129,321",9.34," $	312,579 "," $	5,304,479 ", $	41.02 , $	2.42 
9016,"Golden Gate Bridge, Highway and Transportation District",FB,DO,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",160,"869,000",2013,6,2013,"25,539,026","2,324,874",10.99," $	15,226,480 "," $	26,256,854 ", $	11.29 , $	6.55 
9016,"Golden Gate Bridge, Highway and Transportation District",MB,DO,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",160,"869,000",2013,6,2013,"72,941,087","6,627,935",11.01," $	16,487,250 "," $	71,034,133 ", $	10.72 , $	2.49 
9016,"Golden Gate Bridge, Highway and Transportation District",MB,PT,Active,N,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",160,"869,000",2013,6,2013,"250,754","13,889",18.05," $	103,028 "," $	149,631 ", $	10.77 , $	7.42 
9017,City of Santa Rosa,DR,PT,Active,N,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",51,"168,856",2013,6,2013,"232,136","52,855",4.39," $	130,516 "," $	1,291,082 ", $	24.43 , $	2.47 
9017,City of Santa Rosa,MB,DO,Active,N,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",51,"168,856",2013,6,2013,"7,751,809","2,808,628",2.76," $	1,899,976 "," $	9,937,045 ", $	3.54 , $	0.68 
9017,City of Santa Rosa,MB,PT,Active,N,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",51,"168,856",2013,6,2013,"32,603","7,582",4.30," $	128,117 "," $	142,688 ", $	18.82 , $	16.90 
9019,Sacramento Regional Transit District,DR,DO,Active,N,Sacramento,CA,28,"Sacramento, CA",471,"1,723,634",213,"972,076",2013,6,2013,"16,341","3,976",4.11," $	4,335 "," $	243,337 ", $	61.20 , $	1.09 
9019,Sacramento Regional Transit District,DR,PT,Active,N,Sacramento,CA,28,"Sacramento, CA",471,"1,723,634",213,"972,076",2013,6,2013,,,," $	976,206 "," $	14,170,323 ",,
9019,Sacramento Regional Transit District,LR,DO,Active,N,Sacramento,CA,28,"Sacramento, CA",471,"1,723,634",213,"972,076",2013,6,2013,"75,796,526","13,513,471",5.61," $	14,729,637 "," $	50,023,110 ", $	3.70 , $	1.09 
9019,Sacramento Regional Transit District,MB,DO,Active,N,Sacramento,CA,28,"Sacramento, CA",471,"1,723,634",213,"972,076",2013,6,2013,"49,439,889","13,784,179",3.59," $	15,024,707 "," $	73,805,102 ", $	5.35 , $	1.09 
9020,Santa Barbara Metropolitan Transit District,CB,DO,Active,N,Santa Barbara,CA,184,"Santa Barbara, CA",56,"195,861",84,"306,101",2013,6,2013,"1,611,597","39,990",40.30," $	174,827 "," $	250,578 ", $	6.27 , $	4.37 
9020,Santa Barbara Metropolitan Transit District,DR,PT,Active,N,Santa Barbara,CA,184,"Santa Barbara, CA",56,"195,861",84,"306,101",2013,6,2013,"292,989","51,412",5.70," $	169,690 "," $	752,807 ", $	14.64 , $	3.30 
9020,Santa Barbara Metropolitan Transit District,MB,DO,Active,N,Santa Barbara,CA,184,"Santa Barbara, CA",56,"195,861",84,"306,101",2013,6,2013,"33,102,646","7,734,339",4.28," $	7,907,405 "," $	20,799,914 ", $	2.69 , $	1.02 
9020,Santa Barbara Metropolitan Transit District,MB,PT,Active,N,Santa Barbara,CA,184,"Santa Barbara, CA",56,"195,861",84,"306,101",2013,6,2013,,,,,,,
9022,Norwalk Transit System,DR,DO,Active,N,Norwalk,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",37,"637,365",2013,6,2013,,,,,,,
9022,Norwalk Transit System,DR,PT,Active,N,Norwalk,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",37,"637,365",2013,6,2013,"46,406","16,146",2.87," $	13,261 "," $	347,195 ", $	21.50 , $	0.82 
9022,Norwalk Transit System,DT,PT,Active,N,Norwalk,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",37,"637,365",2013,6,2013,"20,085","5,170",3.88," $	2,360 "," $	117,921 ", $	22.81 , $	0.46 
9022,Norwalk Transit System,MB,DO,Active,N,Norwalk,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",37,"637,365",2013,6,2013,"6,823,934","1,880,629",3.63," $	1,366,717 "," $	10,381,081 ", $	5.52 , $	0.73 
9022,Norwalk Transit System,MB,PT,Active,N,Norwalk,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",37,"637,365",2013,6,2013,,,,,,,
9023,Long Beach Transit,DR,PT,Active,N,Long Beach,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",98,"800,000",2013,6,2013,,,,,,,
9023,Long Beach Transit,DT,PT,Active,N,Long Beach,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",98,"800,000",2013,6,2013,"218,383","50,414",4.33," $	88,946 "," $	1,029,410 ", $	20.42 , $	1.76 
9023,Long Beach Transit,FB,PT,Active,N,Long Beach,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",98,"800,000",2013,6,2013,,,,,,,
9023,Long Beach Transit,MB,DO,Active,N,Long Beach,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",98,"800,000",2013,6,2013,"89,841,534","28,597,870",3.14," $	17,760,480 "," $	75,272,581 ", $	2.63 , $	0.62 
9024,City of La Mirada Transit,DR,DO,Active,N,La Mirada,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",8,"48,527",2013,6,2013,,,,,,,
9024,City of La Mirada Transit,DR,PT,Active,N,La Mirada,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",8,"48,527",2013,6,2013,"180,590","53,578",3.37," $	32,897 "," $	937,345 ", $	17.50 , $	0.61 
9024,City of La Mirada Transit,MB,DO,Active,N,La Mirada,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",8,"48,527",2013,6,2013,,,,,,,
9026,San Diego Metropolitan Transit System,CB,PT,Active,N,San Diego,CA,15,"San Diego, CA",732,"2,956,746",716,"2,218,791",2013,6,2013,"7,343,757","307,407",23.89," $	1,270,230 "," $	2,726,809 ", $	8.87 , $	4.13 
9026,San Diego Metropolitan Transit System,DR,PT,Active,N,San Diego,CA,15,"San Diego, CA",732,"2,956,746",716,"2,218,791",2013,6,2013,"4,751,746","511,158",9.30," $	2,007,302 "," $	14,504,905 ", $	28.38 , $	3.93 
9026,San Diego Metropolitan Transit System,LR,DO,Active,N,San Diego,CA,15,"San Diego, CA",732,"2,956,746",716,"2,218,791",2013,6,2013,"173,151,068","29,699,366",5.83," $	35,553,838 "," $	66,350,716 ", $	2.23 , $	1.20 
9026,San Diego Metropolitan Transit System,MB,DO,Active,N,San Diego,CA,15,"San Diego, CA",732,"2,956,746",716,"2,218,791",2013,6,2013,"108,221,833","28,926,914",3.74," $	28,621,363 "," $	97,680,972 ", $	3.38 , $	0.99 
9026,San Diego Metropolitan Transit System,MB,PT,Active,N,San Diego,CA,15,"San Diego, CA",732,"2,956,746",716,"2,218,791",2013,6,2013,"71,925,406","22,660,645",3.17," $	23,198,889 "," $	45,340,803 ", $	2.00 , $	1.02 
9027,Fresno Area Express,DR,PT,Active,N,Fresno,CA,63,"Fresno, CA",171,"654,628",133,"508,453",2013,6,2013,"1,439,509","203,999",7.06," $	271,059 "," $	6,087,823 ", $	29.84 , $	1.33 
9027,Fresno Area Express,MB,DO,Active,N,Fresno,CA,63,"Fresno, CA",171,"654,628",133,"508,453",2013,6,2013,"30,489,743","12,442,248",2.45," $	9,590,617 "," $	40,237,044 ", $	3.23 , $	0.77 
9028,City of Vallejo Transportation Program,DR,PT,Inactive,N,Vallejo,CA,203,"Vallejo, CA",42,"165,074",48,"210,000",2012,6,2012,,,,,,,
9028,City of Vallejo Transportation Program,FB,PT,Inactive,N,Vallejo,CA,203,"Vallejo, CA",42,"165,074",48,"210,000",2012,6,2012,"18,993,068","668,770",28.40," $	6,113,652 "," $	12,881,863 ", $	19.26 , $	9.14 
9028,City of Vallejo Transportation Program,MB,PT,Inactive,N,Vallejo,CA,203,"Vallejo, CA",42,"165,074",48,"210,000",2012,6,2012,,,,,,,
9029,Omnitrans,DR,PT,Active,N,San Bernardino,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",463,"1,484,000",2013,6,2013,"5,431,558","491,179",11.06," $	1,468,653 "," $	12,591,664 ", $	25.64 , $	2.99 
9029,Omnitrans,MB,DO,Active,N,San Bernardino,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",463,"1,484,000",2013,6,2013,"74,794,891","15,509,733",4.82," $	12,803,889 "," $	55,374,346 ", $	3.57 , $	0.83 
9029,Omnitrans,MB,PT,Active,N,San Bernardino,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",463,"1,484,000",2013,6,2013,"462,396","145,366",3.18," $	121,661 "," $	1,870,191 ", $	12.87 , $	0.84 
9029,Omnitrans,RB,DO,Active,N,San Bernardino,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",463,"1,484,000",2013,6,2013,,,,,,,
9030,North County Transit District,CR,PT,Active,N,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"896,787",2013,6,2013,"44,875,290","1,629,196",27.54," $	7,222,779 "," $	18,766,975 ", $	11.52 , $	4.43 
9030,North County Transit District,DR,PT,Active,N,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"896,787",2013,6,2013,"33,273","10,716",3.10," $	43,771 "," $	413,130 ", $	38.55 , $	4.08 
9030,North County Transit District,DT,PT,Active,N,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"896,787",2013,6,2013,"1,232,832","145,039",8.50," $	554,330 "," $	3,932,232 ", $	27.11 , $	3.82 
9030,North County Transit District,LR,PT,Active,N,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"896,787",2013,6,2013,,,,,,,
9030,North County Transit District,MB,DO,Active,N,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"896,787",2013,6,2013,,,,,,,
9030,North County Transit District,MB,PT,Active,N,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"896,787",2013,6,2013,"39,705,582","8,347,213",4.76," $	8,809,782 "," $	40,992,781 ", $	4.91 , $	1.06 
9030,North County Transit District,YR,PT,Active,N,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"896,787",2013,6,2013,"18,103,048","2,000,888",9.05," $	2,280,064 "," $	14,725,284 ", $	7.36 , $	1.14 
9031,Riverside Transit Agency,CB,DO,Active,N,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666","2,725","1,700,356",2013,6,2013,"3,104,570","234,988",13.21," $	708,927 "," $	2,422,816 ", $	10.31 , $	3.02 
9031,Riverside Transit Agency,CB,PT,Active,N,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666","2,725","1,700,356",2013,6,2013,"3,064,186","128,089",23.92," $	288,423 "," $	1,724,060 ", $	13.46 , $	2.25 
9031,Riverside Transit Agency,DR,PT,Active,N,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666","2,725","1,700,356",2013,6,2013,"4,536,416","384,442",11.80," $	1,449,989 "," $	9,672,423 ", $	25.16 , $	3.77 
9031,Riverside Transit Agency,DT,PT,Active,N,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666","2,725","1,700,356",2013,6,2013,"192,128","8,539",22.50," $	34,551 "," $	457,585 ", $	53.59 , $	4.05 
9031,Riverside Transit Agency,MB,DO,Active,N,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666","2,725","1,700,356",2013,6,2013,"42,980,963","6,901,370",6.23," $	6,323,425 "," $	29,802,056 ", $	4.32 , $	0.92 
9031,Riverside Transit Agency,MB,PT,Active,N,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666","2,725","1,700,356",2013,6,2013,"10,726,835","1,585,365",6.77," $	1,821,174 "," $	8,462,247 ", $	5.34 , $	1.15 
9032,City of Phoenix Public Transit Department dba Valley Metro,DR,DO,Active,N,Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",518,"1,665,320",2013,6,2013,"883,341","118,390",7.46," $	18,017 "," $	3,012,296 ", $	25.44 , $	0.15 
9032,City of Phoenix Public Transit Department dba Valley Metro,DR,PT,Active,N,Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",518,"1,665,320",2013,6,2013,"3,396,812","336,318",10.10," $	919,002 "," $	17,313,801 ", $	51.48 , $	2.73 
9032,City of Phoenix Public Transit Department,DT,PT,Active,N,,,,,,,,,,,,,,,,,,
9032,City of Phoenix Public Transit Department dba Valley Metro,MB,PT,Active,N,Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",518,"1,665,320",2013,6,2013,"152,071,348","40,845,877",3.72," $	33,632,564 "," $	143,243,796 ", $	3.51 , $	0.82 
9033,City of Tucson,DR,DO,Active,N,Tucson,AZ,52,"Tucson, AZ",353,"843,168",230,"544,000",2013,6,2013,"4,532,182","544,956",8.32," $	749,812 "," $	14,715,326 ", $	27.00 , $	1.38 
9033,City of Tucson,MB,DO,Active,N,Tucson,AZ,52,"Tucson, AZ",353,"843,168",230,"544,000",2013,6,2013,"77,988,997","20,328,265",3.84," $	12,709,343 "," $	56,208,341 ", $	2.77 , $	0.63 
9033,City of Tucson,SR,DO,Active,N,Tucson,AZ,52,"Tucson, AZ",353,"843,168",230,"544,000",2013,6,2013,,,,,,,
9034,City of Glendale Transit,DR,DO,Active,N,Glendale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",59,"226,721",2013,6,2013,"431,207","85,909",5.02," $	100,504 "," $	2,680,083 ", $	31.20 , $	1.17 
9034,City of Glendale Transit,DR,PT,Active,N,Glendale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",59,"226,721",2013,6,2013,,,,,,,
9034,City of Glendale Transit,DT,PT,Active,N,Glendale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",59,"226,721",2013,6,2013,,,,,,,
9034,City of Glendale Transit,MB,DO,Active,N,Glendale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",59,"226,721",2013,6,2013,"244,430","120,961",2.02," $	27,036 "," $	785,439 ", $	6.49 , $	0.22 
9034,City of Glendale Transit,MB,PT,Active,N,Glendale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",59,"226,721",2013,6,2013,,,,,,,
9035,Gold Coast Transit,DR,PT,Active,N,Oxnard,CA,103,"Oxnard, CA",84,"367,260",84,"367,260",2013,6,2013,"560,167","70,927",7.90," $	170,054 "," $	2,289,985 ", $	32.29 , $	2.40 
9035,Gold Coast Transit,MB,DO,Active,N,Oxnard,CA,103,"Oxnard, CA",84,"367,260",84,"367,260",2013,6,2013,"15,014,839","3,566,470",4.21," $	2,708,046 "," $	14,793,770 ", $	4.15 , $	0.76 
9036,Orange County Transportation Authority,CB,DO,Active,N,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"3,028,546",2013,6,2013,"434,120","116,890",3.71," $	226,794 "," $	1,583,774 ", $	13.55 , $	1.94 
9036,Orange County Transportation Authority,CB,PT,Active,N,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"3,028,546",2013,6,2013,"1,251,881","235,007",5.33," $	546,174 "," $	1,882,038 ", $	8.01 , $	2.32 
9036,Orange County Transportation Authority,DR,PT,Active,N,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"3,028,546",2013,6,2013,"16,575,473","1,558,948",10.63," $	5,071,564 "," $	53,424,870 ", $	34.27 , $	3.25 
9036,Orange County Transportation Authority,DT,PT,Active,N,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"3,028,546",2013,6,2013,"196,653","68,324",2.88," $	161,121 "," $	427,557 ", $	6.26 , $	2.36 
9036,Orange County Transportation Authority,MB,DO,Active,N,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"3,028,546",2013,6,2013,"168,894,129","45,475,980",3.71," $	42,132,187 "," $	169,389,544 ", $	3.72 , $	0.93 
9036,Orange County Transportation Authority,MB,PT,Active,N,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"3,028,546",2013,6,2013,"29,784,882","5,591,312",5.33," $	5,833,538 "," $	22,407,667 ", $	4.01 , $	1.04 
9036,Orange County Transportation Authority,VP,PT,Active,N,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"3,028,546",2013,6,2013,"44,241,632","1,226,662",36.07," $	5,066,974 "," $	7,668,342 ", $	6.25 , $	4.13 
